Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Looney Tunes Back in Action [2003][1080p];Looney Tunes: De nuevo en acción;2003;"Cansado de que toda la atención vaya a parar a Bugs Bunny, el pato Daffy abandona Hollywood y se une al especialista en doblaje recientemente despedido Bobby Delmont para embarcarse juntos en una aventura. Su misión: encontrar un diamante azul desaparecido del padre de Bobby, y permanecer un paso por delante de Bugs Bunny y una ejecutiva del estudio que van tras su pista... Mezcla de personajes de animación de la Warner Bros. -los creados por Chuck Jones- y actores reales, escrita por uno de los responsables de la serie ""Los Simpsons"". (FILMAFFINITY)";https://image.tmdb.org/t/p/w500/6QIy1WUEX4piBh2mXkJAZ6zEU6r.jpg;Animación, Comedia, Familia;6.363;0;0;https://www.themoviedb.org/movie/10715;https://image.tmdb.org/t/p/original/iZiYzix7sMS0NEWsHURSzHF1wxt.jpg;;Brendan Fraser (DJ Drake / Tasmanian Devil (voice) / She-Devil (voice) / Self), Jenna Elfman (Kate), Steve Martin (Mr. Chairman), Joe Alaskey (Bugs Bunny-Daffy Duck / Beaky Buzzard / Sylvester / Mama Bear (voice)), Jeff Bennett (Yosemite Sam / Foghorn Leghorn / Nasty Canasta (voice)), Timothy Dalton (Damien Drake);https://image.tmdb.org/t/p/w185/tFj5PaWWQbb8rHBBhu1EHklznph.jpg, https://image.tmdb.org/t/p/w185/AsXlf2XtVF3tyx0GrUPRq72NLIa.jpg, https://image.tmdb.org/t/p/w185/d0KthX8hVWU9BxTCG1QUO8FURRm.jpg, https://image.tmdb.org/t/p/w185/bYC9pHuC8ownvMlEgWoMEwItsUu.jpg, https://image.tmdb.org/t/p/w185/6Fq3Q1e0Oz0j2J2fnFSl7fKCHd9.jpg, https://image.tmdb.org/t/p/w185/rKYQd6ihqWiOaCHEDrvgV2VPtAo.jpg;Director: Joe Dante;Patoaventuras: La película - El tesoro de la lámpara perdida, Hop: Rebelde Sin Pascua, Migración. Un viaje patas arriba, Peter Rabbit 2: A la fuga, Wallace y Gromit: Los pantalones equivocados;https://www.youtube.com/watch?v=njeNwaUB3rc
Los Pinguinos de Madagascar;Los Pinguinos de Madagascar: Nuevo en el Zoo;2010;En una situación en gran medida independiente de la película Madagascar, la serie sigue las aventuras de cuatro pingüinos, Skipper (el líder del grupo), Kowalski (el inteligente), Private/Cabo (el menor y adorable) y Rico (el experto en armas), en la Ciudad de Nueva York en el Zoológico de Central Park. Los pingüinos llevan sus misiones en su hábitat en el Parque Central. Participan Julien, el rey de los lémures, y sus súbditos Maurice y Mort, sus nuevos vecinos, que constituyen la exhibición de lémures en el zoológico. Ahora los pingüinos deben mantener las cosas bajo control, a menudo a pesar de las payasadas de los lémures.;https://image.tmdb.org/t/p/w500/dPuexEohzIiylofuq6y5UwqHZDK.jpg;Familia, Animación, Comedia, Aventura;7.2;0;0;https://www.themoviedb.org/movie/268357;https://image.tmdb.org/t/p/original/vYTvtH7CDWmZ6TXoXUDx3unAFm.jpg;;John DiMaggio (Rico (voice)), Tom McGrath (Skipper (voice)), Jeff Bennett (Kowalski (voice)), James Patrick Stuart (Private (voice)), Andy Richter (Mort (voice)), Kevin Michael Richardson (Maurice (voice));https://image.tmdb.org/t/p/w185/qcbQe71nSlULDsP1OxTqltEKFbl.jpg, https://image.tmdb.org/t/p/w185/83lSBvaRShYObPvhE89UDUkUfWo.jpg, https://image.tmdb.org/t/p/w185/6Fq3Q1e0Oz0j2J2fnFSl7fKCHd9.jpg, https://image.tmdb.org/t/p/w185/sFDP6Ahkr3LuMr1kTsLzwB5jV93.jpg, https://image.tmdb.org/t/p/w185/5Qr7N6TzC8cI0ULxDm6EC5GpZ4C.jpg, https://image.tmdb.org/t/p/w185/xXt9Nh7RAT5bOen66TaXreNYmCl.jpg;;Madagascar, Madagascar 3: De marcha por Europa, Madagascar 2, Los pingüinos de Madagascar, Los Pitufos: La aldea escondida;
Los Pitufos;Los pitufos;2011;Gargamel descubre la aldea mágica de los Pitufos y provoca con sus malas artes que la abandonen y se dispersen por el bosque. Por desgracia, Tontín se equivoca de camino y, junto con otros pitufos, entrará en una ruta prohibida. La luna azul y un portal mágico los transportarán a Central Park, en Nueva York. Sin embargo, Gargamel sigue persiguiéndolos, por lo que los Pitufos buscarán refugio en casa de un matrimonio...;https://image.tmdb.org/t/p/w500/ufpzGicM1hZQMzRzTRHAcIQXjXi.jpg;Animación, Familia, Aventura, Comedia, Fantasía;5.756;0;0;https://www.themoviedb.org/movie/41513;https://image.tmdb.org/t/p/original/iYLimHUF0C0R61v1ofg79SUIja9.jpg;;Hank Azaria (Gargamel), Neil Patrick Harris (Patrick Winslow), Jayma Mays (Grace Winslow), Jonathan Winters (Papa Smurf (voice)), Katy Perry (Smurfette (voice)), Anton Yelchin (Clumsy Smurf (voice));https://image.tmdb.org/t/p/w185/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg, https://image.tmdb.org/t/p/w185/r2twLWLwDpKJ7JyhWsD1YsL7rJV.jpg, https://image.tmdb.org/t/p/w185/n8tY5eVXje0vXTws66YAdEeHMy5.jpg, https://image.tmdb.org/t/p/w185/c2pp7XSUBTbUyptlDjaEhoyz9QX.jpg, https://image.tmdb.org/t/p/w185/9OOOpZpIi4VSHYBed7HP6axBir6.jpg, https://image.tmdb.org/t/p/w185/uOMWKYOLezo4ETMtrQt7uQBLSBh.jpg;Director: Raja Gosnell;Los Cretinos, La casa de muñecas de Gabby: La película, Los Boxtrolls, My Little Pony: Una nueva generación, Hechizados;https://www.youtube.com/watch?v=3-unThbvijE
Los Pitufos [2025][1080p][4.6 Gb];Los pitufos;2011;Gargamel descubre la aldea mágica de los Pitufos y provoca con sus malas artes que la abandonen y se dispersen por el bosque. Por desgracia, Tontín se equivoca de camino y, junto con otros pitufos, entrará en una ruta prohibida. La luna azul y un portal mágico los transportarán a Central Park, en Nueva York. Sin embargo, Gargamel sigue persiguiéndolos, por lo que los Pitufos buscarán refugio en casa de un matrimonio...;https://image.tmdb.org/t/p/w500/ufpzGicM1hZQMzRzTRHAcIQXjXi.jpg;Animación, Familia, Aventura, Comedia, Fantasía;5.756;0;0;https://www.themoviedb.org/movie/41513;https://image.tmdb.org/t/p/original/iYLimHUF0C0R61v1ofg79SUIja9.jpg;;Hank Azaria (Gargamel), Neil Patrick Harris (Patrick Winslow), Jayma Mays (Grace Winslow), Jonathan Winters (Papa Smurf (voice)), Katy Perry (Smurfette (voice)), Anton Yelchin (Clumsy Smurf (voice));https://image.tmdb.org/t/p/w185/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg, https://image.tmdb.org/t/p/w185/r2twLWLwDpKJ7JyhWsD1YsL7rJV.jpg, https://image.tmdb.org/t/p/w185/n8tY5eVXje0vXTws66YAdEeHMy5.jpg, https://image.tmdb.org/t/p/w185/c2pp7XSUBTbUyptlDjaEhoyz9QX.jpg, https://image.tmdb.org/t/p/w185/9OOOpZpIi4VSHYBed7HP6axBir6.jpg, https://image.tmdb.org/t/p/w185/uOMWKYOLezo4ETMtrQt7uQBLSBh.jpg;Director: Raja Gosnell;Los Cretinos, La casa de muñecas de Gabby: La película, Los Boxtrolls, My Little Pony: Una nueva generación, Hechizados;https://www.youtube.com/watch?v=3-unThbvijE
Los Simpson - Santa Homero [2024][1080p][1.4 Gb];(Ho Ho Ho) Santa Homer;2024;Las cosas se tuercen cuando el famoso mentalista británico Derren Brown llega a Springfield, Homer es hipnotizado y se cree Santa Claus, lo que desata una festiva reacción en cadena.;https://image.tmdb.org/t/p/w500/q4nny4lnjnLYzN10EvBBRsJComp.jpg;Animación, Comedia;6.9;0;0;https://www.themoviedb.org/movie/1399914;https://image.tmdb.org/t/p/original/3kbWZFgcCx4YbKkKHvJDGh6ebsH.jpg;;Dan Castellaneta (Homer Simpson (voice)), Julie Kavner (Marge Simpson (voice)), Nancy Cartwright (Bart Simpson (voice)), Yeardley Smith (Lisa Simpson (voice)), Hank Azaria (Moe (voice)), Harry Shearer (Mr. Burns (voice));https://image.tmdb.org/t/p/w185/AmeqWhP4A46AWkM4kVphg6jOTQX.jpg, https://image.tmdb.org/t/p/w185/87kSPYlWcHvqOVEkhdqxysiAf6w.jpg, https://image.tmdb.org/t/p/w185/kJQEz3NAwHGdb2sQzAnBf1RmMV4.jpg, https://image.tmdb.org/t/p/w185/9AjPwbb3uz4GfgOPBYsy2ILvwkB.jpg, https://image.tmdb.org/t/p/w185/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg, https://image.tmdb.org/t/p/w185/7PnGZGVKJNDTUv3DkbaMEnCseT0.jpg;Director: Debbie Bruce Mahan, Matthew Faughnan;Red One, Navidad en Candy Cane Lane, Los Minions y sus amigos: Volumen 1, Érase una vez Deadpool, Dos padres por desigual;https://www.youtube.com/watch?v=hiRST4Jvo0s
Los Simpsons;Los Simpson: La película;2007;Homer debe salvar al mundo de una catástrofe que él mismo ha provocado. Todo comienza con Homer, su nueva mascota, un cerdo, y un silo lleno de excrementos que tiene una fuga, una combinación que desencadena un desastre distinto a todo lo que Springfield haya experimentado jamás. Mientras Marge está indignada por la monumental metedura de pata de su patán marido, una turba vengativa cae sobre el hogar de los Simpson...;https://image.tmdb.org/t/p/w500/d9wHkwF9ttnNKuOoEIStve32jEk.jpg;Animación, Comedia, Familia;7.023;0;0;https://www.themoviedb.org/movie/35;https://image.tmdb.org/t/p/original/8ln5VUVk7gnNGIb2VNgw8nICDVt.jpg;;Dan Castellaneta (Homer Simpson / Itchy / Barney / Abe Simpson / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen (voice)), Julie Kavner (Marge Simpson / Selma Bouvier / Patty Bouvier (voice)), Nancy Cartwright (Bart Simpson / Maggie Simpson / Ralph / Nelson / Todd Flanders / TV Daughter / Woman on Phone (voice)), Yeardley Smith (Lisa Simpson (voice)), Hank Azaria (Professor Frink / Comic Book Guy / Moe / Chief Wiggum / Lou / Carl / Cletus / Bumblebee Man / Male EPA Worker / Dome Depot Announcer / Kissing Cop / Carnival Barker / Counter Man / Apu / Drederick Tatum / Sea Captain / EPA Passenger / Robot / Dr. Nick / Wise Guy (voice)), Harry Shearer (Scratchy / Mr. Burns / Rev. Lovejoy / Ned Flanders / Lenny / Skull / President Arnold Schwarzenegger / Kent Brockman / Principal Skinner / Dr. Hibbert / Smithers / Toll Booth Man / Guard / Otto / Kang (voice));https://image.tmdb.org/t/p/w185/AmeqWhP4A46AWkM4kVphg6jOTQX.jpg, https://image.tmdb.org/t/p/w185/87kSPYlWcHvqOVEkhdqxysiAf6w.jpg, https://image.tmdb.org/t/p/w185/kJQEz3NAwHGdb2sQzAnBf1RmMV4.jpg, https://image.tmdb.org/t/p/w185/9AjPwbb3uz4GfgOPBYsy2ILvwkB.jpg, https://image.tmdb.org/t/p/w185/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg, https://image.tmdb.org/t/p/w185/7PnGZGVKJNDTUv3DkbaMEnCseT0.jpg;Director: David Silverman;Tom y Jerry, Los Croods, Peter Rabbit, Extreme Makeover: Homer Edition, Winnie the Pooh: Una primavera con Rito;https://www.youtube.com/watch?v=tA7sOkuziSc
Love, Death and Robots;Love, Death & Robots;2019 - 2025;Seres terroríficos, sorpresas retorcidas y humor negro convergen en esta antología de relatos animados para adultos presentada por Tim Miller y David Fincher.;https://image.tmdb.org/t/p/w500/vL5BQvXH96cJzmNK5n7QliQxy90.jpg;Animación, Ciencia ficción;8.209;4;45;https://www.themoviedb.org/tv/86831;https://image.tmdb.org/t/p/original/nBrkOZyI75artyizuBFeya48KbO.jpg;T1:18|T2:8|T3:9|T4:10;;;Creador: Tim Miller;Happy Tree Friends, Matadrones, Secret Level, Cyberpunk: Edgerunners, The Boys presenta: Diabolical;https://www.youtube.com/watch?v=ghJkKclfpjY
Luca [2021][1080p][1.98 Gb];Luca;2021;Ambientada en un precioso pueblo costero de la Riviera italiana, narra la historia sobre el paso a la edad adulta de un chico que vive un verano inolvidable lleno de helados, pasta e infinitos paseos en scooter. Luca comparte estas aventuras con su nuevo mejor amigo, pero toda la diversión se ve amenazada por un secreto muy profundo: él es un monstruo marino de un mundo que yace bajo la superficie del agua.;https://image.tmdb.org/t/p/w500/pr06RihHOGE3waZQx5fs2WYUdwr.jpg;Animación, Comedia, Drama, Familia, Fantasía;7.781;0;0;https://www.themoviedb.org/movie/508943;https://image.tmdb.org/t/p/original/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg;;Jacob Tremblay (Luca Paguro (voice)), Jack Dylan Grazer (Alberto Scorfano (voice)), Emma Berman (Giulia Marcovaldo (voice)), Saverio Raimondo (Ercole Visconti (voice)), Maya Rudolph (Daniela Paguro (voice)), Marco Barricelli (Massimo Marcovaldo (voice));https://image.tmdb.org/t/p/w185/h8CXDp86Y36CUENF4SXJq5ZRTsf.jpg, https://image.tmdb.org/t/p/w185/wkLAOleFx9Pis97g6t3noJRhAwg.jpg, https://image.tmdb.org/t/p/w185/beQlO4CISBThaTjjPQpufbAoyoW.jpg, https://image.tmdb.org/t/p/w185/n6nuhowgPvcYbFaDivex4owjOfD.jpg, https://image.tmdb.org/t/p/w185/bpEVMFMyHEQ8wLdii9WKB279w8p.jpg, https://image.tmdb.org/t/p/w185/apuu59ph3HXqTXtdXKqUzSHO2OE.jpg;Director: Enrico Casarosa;Bob Esponja: Un héroe fuera del agua, Los Cretinos, Los Boxtrolls, El monstruo marino, Monstruos, S.A.;https://www.youtube.com/watch?v=kw50vQA1S-o
Luck [2022][1080p][3.3 Gb];Luck;2022;Sam Greenfield es la persona con menos suerte del mundo. Cuando de repente se encuentra en la desconocida Tierra de la Suerte, debe aliarse con los seres mágicos que la habitan para que su suerte cambie.;https://image.tmdb.org/t/p/w500/bwlHp4KsAyuEIAtbYs4mxCkrgyx.jpg;Animación, Aventura, Comedia, Fantasía, Familia;7.716;0;0;https://www.themoviedb.org/movie/585511;https://image.tmdb.org/t/p/original/sKvQUSyqsFq8e1ts6oo3Xp3dPH2.jpg;;Eva Noblezada (Sam (voice)), Simon Pegg (Bob (voice)), Jane Fonda (Dragon (voice)), Whoopi Goldberg (Captain (voice)), Colin O'Donoghue (Gerry (voice)), Lil Rel Howery (Marvin (voice));https://image.tmdb.org/t/p/w185/70MN7sFDDGdCczZ4sTgiV6W7CrL.jpg, https://image.tmdb.org/t/p/w185/jw8bEEoTOithyNf0qxu4Zt1yaKp.jpg, https://image.tmdb.org/t/p/w185/5Yb3nmRWXXZAxNhfhEuOMdfyVNN.jpg, https://image.tmdb.org/t/p/w185/78LZMMzNUJVfLI1MObxejScwZz5.jpg, https://image.tmdb.org/t/p/w185/8YF6zgCt1KUQ2VEx2RFP1P2CXCJ.jpg, https://image.tmdb.org/t/p/w185/9MDi35Fy6ym7SYbO3B04vf1vBnm.jpg;Director: Peggy Holmes;En sueños, 200% Wolf, My Little Pony: Una nueva generación, Tom y Jerry y el mago de Oz, Hopper, el polloliebre;https://www.youtube.com/watch?v=HzmcLff11W8
Madagascar [2005][1080p][3.03 Gb];Madagascar;2005;Cuenta la historia de cuatro divertidos animales del zoo de Central Park, Nueva York, (Alex el león, Marty la cebra, Gloria la hipopótamo y Melman la jirafa). Llevan toda su vida encerrados en cautividad sin poder experiemtnar el sabor de la libertad y se han propuesto idear un plan para salir de allí juntos. Un día, una serie de casualidades les llevan a lograr lo que tanto ansiaban y huyen de aquel lugar. Terminan en plena naturaleza, concretamente en la idílica isla de Madagascar. Allí descubrirán, a base de apasionantes aventuras, que la vida salvaje es muy diferente a lo que ellos pensaban y que vivir en libertad no es tan fácil como imaginaban.;https://image.tmdb.org/t/p/w500/zrV5GnfCcLWzyjrFgYTpjQPRMfl.jpg;Aventura, Animación, Comedia, Familia;6.923;0;0;https://www.themoviedb.org/movie/953;https://image.tmdb.org/t/p/original/tPaurpIUskVji5vwV0dhy9pq4Vs.jpg;;Ben Stiller (Alex (voice)), Chris Rock (Marty (voice)), David Schwimmer (Melman (voice)), Jada Pinkett Smith (Gloria (voice)), Sacha Baron Cohen (King Julien (voice)), Cedric the Entertainer (Maurice (voice));https://image.tmdb.org/t/p/w185/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg, https://image.tmdb.org/t/p/w185/5lILFeBvX3sC0EfbHhrvMEc7bPD.jpg, https://image.tmdb.org/t/p/w185/XtKzJ9lM5Xwa7vCmE4xNHy6Owf.jpg, https://image.tmdb.org/t/p/w185/3RyvVVSlgRbZANDFkYiAsRMaHW.jpg, https://image.tmdb.org/t/p/w185/bGzXHu8zwWqUY5gEExSh3deQd2j.jpg, https://image.tmdb.org/t/p/w185/s6UrY5uofyxXsU5PydWBoLFReK0.jpg;Director: Eric Darnell, Tom McGrath;Madagascar 2, Madagascar 3: De marcha por Europa, Feliz Madagascar, Los pingüinos de Madagascar, ¡Nos volvemos a casa!;https://www.youtube.com/watch?v=RZFaaamXo8A
Madagascar 2 [2008][1080p][3.14 Gb];Madagascar 2;2008;Abandonados en las lejanas costas de Madagascar, los neoyorquinos han ideado un plan tan loco que hasta podría funcionar. Con precisión militar, los pingüinos han reparado un viejo avión estrellado. Una vez a bordo, esta improbable tripulación permanece en el aire el tiempo suficiente para aterrizar en el lugar más salvaje de todos: las vastas llanuras de la propia África, donde la tripulación se encuentra por primera vez con seres de su propia especie.;https://image.tmdb.org/t/p/w500/zYbvSjajQrb2jU9rUo5Mt06stPd.jpg;Aventura, Animación, Comedia, Familia;6.529;0;0;https://www.themoviedb.org/movie/10527;https://image.tmdb.org/t/p/original/3yXLkSTrVhG66MIAr3X6C4gjccw.jpg;;Ben Stiller (Alex (voice)), Chris Rock (Marty / Additional Zebras (voice)), David Schwimmer (Melman (voice)), Jada Pinkett Smith (Gloria (voice)), Sacha Baron Cohen (Julien (voice)), Cedric the Entertainer (Maurice (voice));https://image.tmdb.org/t/p/w185/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg, https://image.tmdb.org/t/p/w185/5lILFeBvX3sC0EfbHhrvMEc7bPD.jpg, https://image.tmdb.org/t/p/w185/XtKzJ9lM5Xwa7vCmE4xNHy6Owf.jpg, https://image.tmdb.org/t/p/w185/3RyvVVSlgRbZANDFkYiAsRMaHW.jpg, https://image.tmdb.org/t/p/w185/bGzXHu8zwWqUY5gEExSh3deQd2j.jpg, https://image.tmdb.org/t/p/w185/s6UrY5uofyxXsU5PydWBoLFReK0.jpg;Director: Eric Darnell, Tom McGrath;Madagascar, Madagascar 3: De marcha por Europa, Los pingüinos de Madagascar, El rey león 3: Hakuna Matata, Feliz Madagascar;https://www.youtube.com/watch?v=20CzGelkYnM
Madagascar 3 - Los Fugitivos [2012][1080p][3.49 Gb];Madagascar 3: De marcha por Europa;2012;Alex el león, Marty la cebra, Melman la jirafa y Gloria la hipopótamo están decididos a regresar como sea al Zoo de Central Park en Nueva York. Tras abandonar África, toman un desvío y emergen, literalmente, en Europa, persiguiendo a los pingüinos y chimpancés que se las han arreglado para hacer saltar la banca de un casino de Montecarlo. Pronto, los animales son descubiertos por la capitana Chantel DuBois, una testaruda francesa encargada del control de animales, y a la que no le gusta nada que unos animales del zoo anden sueltos por su ciudad.;https://image.tmdb.org/t/p/w500/8fKTIecTVNURB6CRFjYMypggRL2.jpg;Animación, Familia, Comedia, Aventura;6.636;0;0;https://www.themoviedb.org/movie/80321;https://image.tmdb.org/t/p/original/uDR9UjSuykTL8g3N3bh3siZ4n3C.jpg;;Ben Stiller (Alex (voice)), Chris Rock (Marty (voice)), David Schwimmer (Melman (voice)), Jada Pinkett Smith (Gloria (voice)), Frances McDormand (Captain Chantel DuBois (voice)), Sacha Baron Cohen (Julien (voice));https://image.tmdb.org/t/p/w185/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg, https://image.tmdb.org/t/p/w185/5lILFeBvX3sC0EfbHhrvMEc7bPD.jpg, https://image.tmdb.org/t/p/w185/XtKzJ9lM5Xwa7vCmE4xNHy6Owf.jpg, https://image.tmdb.org/t/p/w185/3RyvVVSlgRbZANDFkYiAsRMaHW.jpg, https://image.tmdb.org/t/p/w185/gBkoteKZshmQXEyEoyT6WE7N0tF.jpg, https://image.tmdb.org/t/p/w185/bGzXHu8zwWqUY5gEExSh3deQd2j.jpg;Director: Eric Darnell, Tom McGrath;Madagascar, Madagascar 2, Los pingüinos de Madagascar, Colegas en el bosque 2, Mascotas 2;https://www.youtube.com/watch?v=PlkWVkpP59U
