Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios;URL_TMDB;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Shrek 2 [2004][1080p][2.21 Gb];Shrek 2;2004;Cuando Shrek y la princesa Fiona regresan de su luna de miel, los padres de ella los invitan a visitar el reino de Muy Muy Lejano para celebrar la boda. Para Shrek, al que nunca abandona su fiel amigo Asno, esto constituye un gran problema. Los padres de Fiona, por su parte, no esperaban que su yerno tuviera un aspecto semejante y, mucho menos, que su hija hubiera cambiado tanto. Todo esto trastoca los planes del rey respecto al futuro del reino. Pero entonces entran en escena la maquiavélica Hada Madrina, su arrogante hijo el Príncipe Encantador y un minino muy especial: el Gato con Botas, experto cazador de ogros.;https://image.tmdb.org/t/p/w500/knRt4E8KyfwEv0SVu9LsLvD28IQ.jpg;Animación, Comedia, Familia, Fantasía, Romance;7.318;0;0;https://www.themoviedb.org/movie/809;https://image.tmdb.org/t/p/original/8ohobj5lAIbl5XWw11FywS3IRrS.jpg;;Mike Myers (Shrek (voice)), Eddie Murphy (Donkey (voice)), Cameron Diaz (Princess Fiona (voice)), Julie Andrews (Queen Lillian (voice)), Antonio Banderas (Puss in Boots (voice)), John Cleese (King Harold (voice));https://image.tmdb.org/t/p/w185/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg, https://image.tmdb.org/t/p/w185/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg, https://image.tmdb.org/t/p/w185/tTpQSKwdLrR6xBGHCqg8VcVQZzH.jpg, https://image.tmdb.org/t/p/w185/yQ0J92DMiLtQYoytLJ6CuBkdeN0.jpg, https://image.tmdb.org/t/p/w185/fce7zl6elUzsv7wudHFc7RgFtjD.jpg, https://image.tmdb.org/t/p/w185/nQpBf77cStmR35V0XOinm2zZMWG.jpg;Director: Andrew Adamson, Kelly Asbury;Shrek, El príncipe Encantador, Shrek IV. Felices para siempre, El Gato con Botas: El último deseo, La Cenicienta III: Qué pasaría si…;https://www.youtube.com/watch?v=xBxVgh-kgAI
Shrek 3 [2007][1080p][2.86 Gb];Shrek tercero;2007;Shrek se casó con Fiona, pero lo que no tuvo en cuenta es que al casarse con una princesa... tarde o temprano uno termina siendo rey. Cuando su suegro, el Rey Harold, cae enfermo, Shrek se encuentra en riesgo de tener que abandonar su amado pantano por el trono. A menos claro que encuentre un heredero. Junto con Asno y el Gato con Botas, Shrek viaja para en busca del primo de Fiona, Arturo. Mientras, en Muy Muy Lejano, el Principe Encantador recluta un ejército de villanos de cuento para tomar el trono por la fuerza. Pero no cuentan con que Fiona y la Reina Lillian también han reunido su grupo de heroínas de cuento para hacerles frente...;https://image.tmdb.org/t/p/w500/7sTwtmVPTX77CFOUXdwAM7lKtKL.jpg;Fantasía, Aventura, Animación, Comedia, Familia;6.31;0;0;https://www.themoviedb.org/movie/810;https://image.tmdb.org/t/p/original/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg;;Mike Myers (Shrek (voice)), Eddie Murphy (Donkey (voice)), Cameron Diaz (Princess Fiona (voice)), Antonio Banderas (Puss in Boots (voice)), Julie Andrews (Queen Lillian (voice)), John Cleese (King Harold (voice));https://image.tmdb.org/t/p/w185/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg, https://image.tmdb.org/t/p/w185/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg, https://image.tmdb.org/t/p/w185/tTpQSKwdLrR6xBGHCqg8VcVQZzH.jpg, https://image.tmdb.org/t/p/w185/fce7zl6elUzsv7wudHFc7RgFtjD.jpg, https://image.tmdb.org/t/p/w185/yQ0J92DMiLtQYoytLJ6CuBkdeN0.jpg, https://image.tmdb.org/t/p/w185/nQpBf77cStmR35V0XOinm2zZMWG.jpg;Director: Chris Miller;Shrek IV. Felices para siempre, Angry Birds: La película, Los Croods: Una nueva era, Shrek, Los Cretinos;https://www.youtube.com/watch?v=F0xQYDWxSAQ
Shrek 4 - Forever After [2010][1080p][2.93 Gb];Shrek, Felices para siempre;2010;"En lugar de espantar a los aldeanos como él solía hacerlo, un recluido Shrek ahora accede a autografiar horquillas para siembra. Anhelando los días cuando se sentía un ""ogro real"", Shrek es embaucado al firmar un pacto con el afable negociador Rumpelstiltskin. De pronto Shrek se encuentra en una retorcida versión alterna de Muy Muy Lejano, donde Fiona es un ogro de caza, Rumpelstiltskin es el rey, Burro nunca ha conocido a Shrek, el Gato con Botas es obeso y perezoso, y Shrek y Fiona no se conocían. Ahora, está en las manos de Shrek deshacer todo lo que hizo con la esperanza de salvar a sus amigos, restaurar su mundo y recuperar a su único y verdadero amor.";https://image.tmdb.org/t/p/w500/11K03KebrdD8nUlGFJX3rSL3KHK.jpg;Comedia, Aventura, Fantasía, Animación, Familia;6.4;0;0;https://www.themoviedb.org/movie/10192;https://image.tmdb.org/t/p/original/uzzTystB8lL0mRDII5Sfs5HxgkI.jpg;;Mike Myers (Shrek (voice)), Eddie Murphy (Donkey (voice)), Cameron Diaz (Princess Fiona (voice)), Antonio Banderas (Puss in Boots (voice)), Walt Dohrn (Rumpelstiltskin / Priest / Krekraw Ogre (voice)), Julie Andrews (Queen Lillian (voice));https://image.tmdb.org/t/p/w185/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg, https://image.tmdb.org/t/p/w185/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg, https://image.tmdb.org/t/p/w185/tTpQSKwdLrR6xBGHCqg8VcVQZzH.jpg, https://image.tmdb.org/t/p/w185/fce7zl6elUzsv7wudHFc7RgFtjD.jpg, https://image.tmdb.org/t/p/w185/tGWQRNz8T5VNPZgNU2LafpNt2Jn.jpg, https://image.tmdb.org/t/p/w185/yQ0J92DMiLtQYoytLJ6CuBkdeN0.jpg;Director: Mike Mitchell;Los Croods: Una nueva era, Los Cretinos, El Gato con Botas: El último deseo, Hotel Transilvania: Transformanía, El gato con botas;https://www.youtube.com/watch?v=xTAWc9JqgKA
Simbad La Leyenda De Los Siete Mares [2003][1080p][3.31 Gb];Simbad: La leyenda de los siete mares;2003;Simbad, el aventurero más osado y famoso que cruzó los siete mares, tiene que afrontar el peligro más grande de su vida. Acusado de robar el Libro de la Paz, uno de los tesoros más valiosos del mundo, tendría que encontrarlo para salvar a Proteus, su mejor amigo. Será Marina, la prometida de Proteus, quien convenza a Simbad de que tiene el deber de cumplir esa misión. Eris, la diosa del caos, trata de impedírselo arrojando contra él la furia de los elementos y una legión de criaturas monstruosas. (FILMAFFINITY);https://image.tmdb.org/t/p/w500/ewoNM3cDc3DG0yRhtvya2UUiXN1.jpg;Acción, Aventura, Animación, Familia, Fantasía;7.013;0;0;https://www.themoviedb.org/movie/14411;https://image.tmdb.org/t/p/original/j8isWEPL3PmmVh8ap3jm75qVF4p.jpg;;Brad Pitt (Sinbad (voice)), Catherine Zeta-Jones (Marina (voice)), Michelle Pfeiffer (Eris (voice)), Joseph Fiennes (Proteus (voice)), Dennis Haysbert (Kale (voice)), Timothy West (Dymas (voice));https://image.tmdb.org/t/p/w185/m09Y1YfPPeNYYUSHnnVqahkrC1o.jpg, https://image.tmdb.org/t/p/w185/5XAU8dAjqjCLBQfXs84ZKA7QoMR.jpg, https://image.tmdb.org/t/p/w185/8qwNMFzmM3BxGKIj1iIqiHHBpx3.jpg, https://image.tmdb.org/t/p/w185/fcqZXeEyL6z5vkidPtsMu99JtpB.jpg, https://image.tmdb.org/t/p/w185/lcnjaw2CFN6q9eaes1jTYrUB0rb.jpg, https://image.tmdb.org/t/p/w185/33jpCMYzJoQ9RXQzzzNhocfIAez.jpg;Director: Tim Johnson, Patrick Gilmore;El monstruo marino, El príncipe Encantador, Simbad y la princesa, Bilal, Bob Esponja: Una aventura pirata;https://www.youtube.com/watch?v=bRsdyOck9IY
Sing [2016][1080p][3.27 Gb];Sing Street;2016;Cuenta la historia de Cosmo, un niño de 14 años que crece en el Dublín de los 80 y tiene la intención de huir de su complicado hogar. Compone canciones con su banda, como una forma de lucha y publica controvertidos vídeos musicales.;https://image.tmdb.org/t/p/w500/iKoje7m27iCOAxvfhQQKNolXts7.jpg;Romance, Drama, Música, Comedia;7.859;0;0;https://www.themoviedb.org/movie/369557;https://image.tmdb.org/t/p/original/zArKQrtZRb4lqjYXepBMLdegiDz.jpg;;"Ferdia Walsh-Peelo (Conor ""Cosmo"" Lawlor), Lucy Boynton (Raphina), Jack Reynor (Brendan Lawlor), Ben Carolan (Darren), Mark McKenna (Eamon), Kelly Thornton (Ann Lawlor)";https://image.tmdb.org/t/p/w185/zkBUotUEE6WNlKzd0QPwqf8PE3T.jpg, https://image.tmdb.org/t/p/w185/fs7aYUYzzNdilz4JY6wxvIedDIc.jpg, https://image.tmdb.org/t/p/w185/ti7IuuwBP66kntCCp6t38xzOcT4.jpg, https://image.tmdb.org/t/p/w185/pu8ZhRMCsazFqcNi8xjI6V8GFSB.jpg, https://image.tmdb.org/t/p/w185/59ZdqI0SRGQiQ0FQbUgIPBF0n8Z.jpg, https://image.tmdb.org/t/p/w185/kv1n0QZ2Z4GVtPpeltBjfLzi4XJ.jpg;Director: John Carney;Alcanzando tu sueño, Starstruck, Once (Una vez), Lucas, Escucha mi voz;https://www.youtube.com/watch?v=Cyjof1gTnyI
Sing 2 [2021][1080p][2.38 Gb];¡Canta! 2;2021;Buster Moon y sus amigos deben persuadir a la estrella del rock Clay Calloway para que se una a ellos en el estreno de un nuevo espectáculo.;https://image.tmdb.org/t/p/w500/9iIDsw7RJHYU94z7k4mbYP5IlYT.jpg;Animación, Comedia, Familia, Música;7.833;0;0;https://www.themoviedb.org/movie/438695;https://image.tmdb.org/t/p/original/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg;;Matthew McConaughey (Buster Moon (voice)), Reese Witherspoon (Rosita (voice)), Scarlett Johansson (Ash (voice)), Taron Egerton (Johnny (voice)), Bobby Cannavale (Mr. Crystal (voice)), Tori Kelly (Meena (voice));https://image.tmdb.org/t/p/w185/lCySuYjhXix3FzQdS4oceDDrXKI.jpg, https://image.tmdb.org/t/p/w185/mfjunuTHrd0wnh8UG1ImMN9FSws.jpg, https://image.tmdb.org/t/p/w185/druW5adKddizHNSoPbI0q7Mvn0K.jpg, https://image.tmdb.org/t/p/w185/uCaPhyKAQIfEzAWWCYIrO2004CB.jpg, https://image.tmdb.org/t/p/w185/wlp20ggyNI7x0xGUtTjC2Xl2XmD.jpg, https://image.tmdb.org/t/p/w185/jNKEWJf4FMac3yCK6jsM6TfFJG5.jpg;Director: Garth Jennings;¡Canta!, Trolls 3: Todos juntos, UglyDolls: Extraordinariamente feos, Rock Dog: el poder de la música, Trolls;https://www.youtube.com/watch?v=UxaDz2WHqzw
Smiling Friends;Smiling Friends;2020 - 2026;Smiling Friends es una pequeña empresa dedicada a repartir felicidad por el mundo, donde sus trabajadores vivirán locas aventuras.;https://image.tmdb.org/t/p/w500/l1Qdw9DsJaomE8BXeVfkF6h1qaa.jpg;Animación, Comedia, Ciencia ficción;8.541;3;27;https://www.themoviedb.org/tv/126506;https://image.tmdb.org/t/p/original/qjHTkQ3QUlw6sxkIhugqNYsRJnR.jpg;T1:9|T2:8|T3:10;Michael Cusack (Pim Pimling / Allan Red (voice)), Zach Hadel (Charlie Dompler / Glep (voice)), Marc Moceri (Mr. Boss (voice));https://image.tmdb.org/t/p/w185/fBP86WH5BBYrZh4k5ZUjN1GRObU.jpg, https://image.tmdb.org/t/p/w185/rnxk4BHlXicHVQCh0OI01PkPQ4F.jpg, https://image.tmdb.org/t/p/w185/yhOOtpjiefQRNwlzBjfPHTW0Ns.jpg;Creador: Michael Cusack, Zach Hadel;Solar Opposites, Los PJ, Temporada de celo, Duncanville, Frisky Dingo;https://www.youtube.com/watch?v=hPlpOXSHNa0
Snoopy;Snoopy presenta: Un musical veraniego;2025;La música y la alegría reinan cuando Carlitos y la pandilla se van de campamento de verano. Sally es primeriza y no entiende a qué viene tanto alboroto. Pero cuando el campamento se ve obligado a cerrar, se unen para salvarlo y que más niños puedan tener recuerdos especiales en él.;https://image.tmdb.org/t/p/w500/xniB8WhLbSHdy4mPkn2olJUARck.jpg;Animación, Familia, Música, Comedia;7.5;0;0;https://www.themoviedb.org/movie/1484453;https://image.tmdb.org/t/p/original/1Bavnm3tr5zJMAhBKKmGHVjbPZN.jpg;;Etienne Kellici (Charlie Brown (voice)), Hattie Kragten (Sally (voice)), Terry McGurrin (Snoopy (voice)), Jayd Deroché (Charlie Brown Vocals (voice)), Isabella Leo (Lucy (voice)), Lexi Perri (Peppermint Patty (voice));https://image.tmdb.org/t/p/w185/eDswcbij5VDh8qFm991INhFgWk8.jpg, https://image.tmdb.org/t/p/w185/xXwOYAPBbRAZxwpQSpCdhvvTn0M.jpg, , https://image.tmdb.org/t/p/w185/fkpHBXyfJtDDKnF3g1juWSzde6o.jpg, https://image.tmdb.org/t/p/w185/mYfAOwCfXYOvtFStCWhcL3hr1h9.jpg, https://image.tmdb.org/t/p/w185/9iHNOoRO407Lzfa81LYZWpI7ZI2.jpg;Director: Erik Wiese;Camp Rock, Camp Rock 2: The Final Jam, La Gran Aventura De Blue En La Ciudad, Trolls 3: Todos juntos, Trolls;https://www.youtube.com/watch?v=dBr4ijTIhVI
Song of the Sea [2014][1080p][3.5 Gb];La canción del mar;2014;Ben y Saoirse son dos hermanos que viven en un faro de una isla junto a su padre que, para protegerlos de los peligros del mar, los envía con su abuela a la ciudad. Allí Ben descubre que su hermana pequeña es una Selkie, un hada del mar, una niña-foca que cantando puede liberar a los Seres Mágicos del sortilegio que les hizo la Bruja de los Búhos. Juntos emprenderán un viaje fantástico.;https://image.tmdb.org/t/p/w500/5JuW5B0UnD1ihhRXJdZbuvfrgcS.jpg;Familia, Animación, Fantasía;7.996;0;0;https://www.themoviedb.org/movie/110416;https://image.tmdb.org/t/p/original/mVLZvSe1Aa8CFKx0cInTamVZJrW.jpg;;David Rawle (Ben (voice)), Brendan Gleeson (Conor / Mac Lir (voice)), Lisa Hannigan (Bronach (voice)), Fionnula Flanagan (Granny / Macha (voice)), Lucy O'Connell (Saoirse (voice)), Jon Kenny (Ferry Dan / The Great Seanachaí (voice));https://image.tmdb.org/t/p/w185/fRTWSfCj1z4Qy2G6ZxjE58q3zo.jpg, https://image.tmdb.org/t/p/w185/ctPPJu5ZYDZr1IPmzoNpezczrm0.jpg, https://image.tmdb.org/t/p/w185/pUKJGMISGp1IdlDCzuoDxuPWtoi.jpg, https://image.tmdb.org/t/p/w185/ee3vqFhrmKMRsqqHFLm1rcwGE93.jpg, https://image.tmdb.org/t/p/w185/Oj9AZwT1Cq1MXsGtBUjVjpPqrl.jpg, https://image.tmdb.org/t/p/w185/4wlz0fYI7oWvSjGcZE67vcuDONa.jpg;Director: Tomm Moore;El secreto de la isla de las focas, El secreto del libro de Kells, La sirenita, Las navidades de Annabelle, Wolfwalkers;https://www.youtube.com/watch?v=2nq-n0qcDdI
Soul [2020][1080p][2.09 Gb];Soul;2020;¿Alguna vez te has preguntado de dónde provienen tu pasión, tus sueños y tus intereses? ¿Qué es lo que te hace ser... tú? Viaja desde las calles de Nueva York a los reinos cósmicos para descubrir las respuestas a las preguntas más importantes de la vida.;https://image.tmdb.org/t/p/w500/xJ7MCAy4oCLerPo3JjnB8lKOhl4.jpg;Animación, Familia, Drama, Música, Fantasía;8.093;0;0;https://www.themoviedb.org/movie/508442;https://image.tmdb.org/t/p/original/rQaHA74pevnGsxcKGaoZVGWe9TC.jpg;;Jamie Foxx (Joe Gardner (voice)), Tina Fey (22 (voice)), Graham Norton (Moonwind (voice)), Rachel House (Terry (voice)), Alice Braga (Counselor Jerry (voice)), Richard Ayoade (Counselor Jerry (voice));https://image.tmdb.org/t/p/w185/zD8Nsy4Xrghp7WunwpCj5JKBPeU.jpg, https://image.tmdb.org/t/p/w185/yPTAi1iucXf85UpiFPtyiTSM6do.jpg, https://image.tmdb.org/t/p/w185/zndDiPrNXtbxGLVhFhSlpCkaHIH.jpg, https://image.tmdb.org/t/p/w185/2LCQF7Bn0I91o17GGkox0ZhhbE7.jpg, https://image.tmdb.org/t/p/w185/d9JdgvUiqyWuGQLmozNfGZOpIBz.jpg, https://image.tmdb.org/t/p/w185/qHKoy9kP4bsv4G9EkvU4FMUmYkS.jpg;Director: Pete Docter;El origen de los guardianes, Los mundos de Coraline, Elio, Peter Rabbit, Marianne y la pócima del amor (Strange Magic);https://www.youtube.com/watch?v=NloXY1WRSQw
South Park;South Park: Más grande, más largo y sin cortes;1999;Cuando los estudiantes de la escuela primaria de South Park, Stan, Kyle, Cartman y Kenny, deciden entrar a escondidas a ver una película canadiense no apta para menores, su vocabulario sufre un cambio brutal. La indignación de los padres, tras el devastador impacto que sufren sus inocentes y jóvenes mentes al ver la película, da lugar a una incondicional guerra entre Estados Unidos y Canadá. Inesperadamente, los chicos se ven inmersos en una crisis debiendo arriesgar sus vidas en nombre de la libertad de expresión.;https://image.tmdb.org/t/p/w500/6kE3HJS9ehQDvCSfpvD7FylAa4q.jpg;Animación, Comedia;7.282;0;0;https://www.themoviedb.org/movie/9473;https://image.tmdb.org/t/p/original/2q3B90h2hZ6xJTvna9CIFDNaIr4.jpg;;Trey Parker (Stan Marsh / Eric Cartman / Gregory / Satan / Mr. Garrison / Mr. Hat / Phillip Niles Argyle / Randy Marsh / Clyde Donovan / Tom - News Reporter / Midget In A Bikini / Canadian Ambassador / Bombardiers / Mr. Mackey / Army General / Ned Gerblanski / Christophe - Ze Mole (or The Mole) / Big Gay Al (singing) / Adolf Hitler / Additional Voices (voice)), Matt Stone (Kyle Broflovski / Kenny McCormick / Saddam Hussein / Terrance Henry Stoot / Big Gay Al / Ticket Taker / Stuart McCormick / Jimbo Kearn / Gerald Broflovski / Butters Stotch / Additional Voices (voice)), Mary Kay Bergman (Liane Cartman / Sheila Broflovski / Sharon Marsh / Carol McCormick / Wendy Testaburger / Clitoris / Additional Voices (voice)), Isaac Hayes (Chef (voice)), Jesse Brant Howell (Ike Broflovski (voice)), Anthony Cross-Thomas (Ike Broflovski (voice));https://image.tmdb.org/t/p/w185/3tJe8t90lrcQzXj9cRcpW9wmj2c.jpg, https://image.tmdb.org/t/p/w185/nS3BOaF0EHd7vyATV7WBnFEvTLr.jpg, https://image.tmdb.org/t/p/w185/heTLLKqi4g7QqFa2JtOfoOGNpWh.jpg, https://image.tmdb.org/t/p/w185/wHZOIi0LJNZ55dswVMX5AqKtMlT.jpg, , ;Director: Trey Parker;La zona prohibida, South Park: Bienvenidos al Complaciverso, Aqua Teen para siempre: Plantasma, Metalocalypse: El ejército de la estrella del mal, Scary Movie;https://www.youtube.com/watch?v=Tq-C9-QJV30
SOUTH PARK - EL FIN DE LA OBESIDAD [2024][1080p][1.42 Gb];South Park: El fin de la obesidad;2024;La llegada de nuevos medicamentos para bajar de peso tiene un gran impacto en todos los habitantes de South Park. Cuando a Cartman se le niega el acceso a la medicina que le cambiará la vida, los niños entran en acción.;https://image.tmdb.org/t/p/w500/iNHa3E72FFVmOz7jmjXnNU27ys1.jpg;Animación, Comedia, Película de TV;7.41;0;0;https://www.themoviedb.org/movie/1290938;https://image.tmdb.org/t/p/original/ksBskfGcJuqpNNeacfI4MD0ZTtD.jpg;;Trey Parker (Stan Marsh / Eric Cartman (voice)), Matt Stone (Kyle Broflovski / Kenny McCormick / Butters Stotch / Gerald Broflovski (voice)), April Stewart (Wendy Testaburger / Sharon Marsh / Shelley Marsh / Liane Cartman / Alexis Testaburger (voice)), Mona Marshall (Sheila Broflovski / Mrs. Tweak / Linda Stotch (voice)), Kimberly Brooks (Laura Tucker / Linda Black (voice)), Jessica Makinson (Additional Voices (voice));https://image.tmdb.org/t/p/w185/3tJe8t90lrcQzXj9cRcpW9wmj2c.jpg, https://image.tmdb.org/t/p/w185/nS3BOaF0EHd7vyATV7WBnFEvTLr.jpg, https://image.tmdb.org/t/p/w185/qmPAms01P6ZHp5wjQW2XkymwjCx.jpg, https://image.tmdb.org/t/p/w185/A2RCAt0Xmm3jLBKZogQAJX6eD9n.jpg, https://image.tmdb.org/t/p/w185/iPlCk1VQ8fnAtsMow6HlCZoQc0w.jpg, https://image.tmdb.org/t/p/w185/zX9ptpDjuBmG4Q2eALUxbabqbTa.jpg;Director: Trey Parker;South Park: Las Guerras de Streaming, South Park (No apto para menores), South Park: Bienvenidos al Complaciverso, Despelote, Demetri Martin: The Overthinker;https://www.youtube.com/watch?v=oR52jRR0r0c
South Park - Joining the Panderverse [2023][1080p][1.58 Gb];South Park: Bienvenidos al Complaciverso;2023;El final de la vida familiar y querida de Cartman está predicho por sus sueños increíblemente inquietantes. Mientras la llegada de la inteligencia artificial trastorna su sociedad, los adultos de South Park también se enfrentan a sus propias decisiones personales.;https://image.tmdb.org/t/p/w500/urmwWHh76hacY7yQA5lkX0By6oN.jpg;Animación, Comedia, Ciencia ficción, Película de TV;7.536;0;0;https://www.themoviedb.org/movie/1190012;https://image.tmdb.org/t/p/original/gIQ3AGPR6WAWzh70mulRDN8kd23.jpg;;Trey Parker (Various Characters (voice)), Matt Stone (Various Characters (voice)), April Stewart (Sharon Marsh / Shelly Marsh / Liane Cartman / Alien Liane Cartman (voice)), Kimberly Brooks (Kathleen Kennedy / Panderverse Mitch Murphy (voice)), Mona Marshall (Sheila Broflovski (voice)), Adrien Beard (Steve Black (voice));https://image.tmdb.org/t/p/w185/3tJe8t90lrcQzXj9cRcpW9wmj2c.jpg, https://image.tmdb.org/t/p/w185/nS3BOaF0EHd7vyATV7WBnFEvTLr.jpg, https://image.tmdb.org/t/p/w185/qmPAms01P6ZHp5wjQW2XkymwjCx.jpg, https://image.tmdb.org/t/p/w185/iPlCk1VQ8fnAtsMow6HlCZoQc0w.jpg, https://image.tmdb.org/t/p/w185/A2RCAt0Xmm3jLBKZogQAJX6eD9n.jpg, https://image.tmdb.org/t/p/w185/ovCZZOEdEgjePTalMTtXl7ieUii.jpg;Director: Trey Parker;South Park (No apto para menores), Idiocracia, Afterburn (Zona cero), Animatrix, Batman: El regreso del Caballero Oscuro, Parte 2;https://www.youtube.com/watch?v=Q9b67g2bopI
Space Jam - El Juego del Siglo [1996][1080p][2.24 Gb];Space Jam;1996;Bugs Bunny y su equipo desafían a los Nerdlucks (un grupo de pequeños extraterrestres) a un partido de baloncesto para decidir si los Looney Tunes permanecen en la Tierra o se trasladan a una lejana galaxia para trabajar en un parque de atracciones de Montaña Tontolandia. Los Nerdlucks cuentan con una poderosa arma secreta que los hace superiores: se han apoderado de las mejores cualidades de las estrellas de la NBA (Charles Barkley y Patrick Ewing). Pero también los Looney poseen un arma secreta: ¡Michael Jordan!;https://image.tmdb.org/t/p/w500/i5QYBFIIrh6PngEsCj5fGX7gcI7.jpg;Familia, Animación, Ciencia ficción, Fantasía, Comedia;6.8;0;0;https://www.themoviedb.org/movie/2300;https://image.tmdb.org/t/p/original/lWybXICZZpxnSvWSOW53XxTERUg.jpg;;Michael Jordan (Michael Jordan), Wayne Knight (Stan Podolak), Theresa Randle (Juanita Jordan), Manner Washington (Jeffery Jordan), Eric Gordon (Marcus Jordan), Penny Bae Bridges (Jasmine Jordan);https://image.tmdb.org/t/p/w185/ffwq9sh7213MuPojsjc3x86QGOQ.jpg, https://image.tmdb.org/t/p/w185/yS3k7HZ8gSWyXrvvsX7V7oEmdHY.jpg, https://image.tmdb.org/t/p/w185/myBU9qG6wXHJfYF9cl07rvQmhUB.jpg, https://image.tmdb.org/t/p/w185/crbFqHSQKr7pQqRyzXlxRkWqanN.jpg, https://image.tmdb.org/t/p/w185/qXtz9h7xOLoTQr3Jao4Cby38OSQ.jpg, https://image.tmdb.org/t/p/w185/ebIfTtoNxMigFCMpNXC4QHjNB5I.jpg;Director: Joe Pytka;Space Jam: Nuevas leyendas, Plankton, la película, Capitán Calzoncillos: Su Primer Peliculón, Batman y Superman: La Batalla de los Super hijos, Phineas y Ferb, la película: Candace contra el universo;https://www.youtube.com/watch?v=9W8RnzVIGP4
Space Jam 2 - Una Nueva Era [2021][1080p][2.45 Gb];Space Jam: Nuevas leyendas;2021;Secuela de la cinta original de 1996, Space Jam, protagonizada por Michael Jordan. En esta segunda parte, la super estrella de la NBA es LeBron James, quien queda atrapado junto a su hijo Dom en un extraño lugar, un espacio digital de una fuerza todopoderosa y malvada conocida como A.I. Para volver a casa y poner a salvo a su hijo, el jugador de baloncesto deberá unir fuerzas con Bugs Bunny, Lola Bunny y el resto de personajes de los Looney Tunes para enfrentarse en un partido de baloncesto a los campeones digitalizados por inteligencia artificial.;https://image.tmdb.org/t/p/w500/1BjZAcj4oGokaIGoMDWh6njWzVr.jpg;Familia, Comedia, Aventura, Animación, Ciencia ficción;6.6;0;0;https://www.themoviedb.org/movie/379686;https://image.tmdb.org/t/p/original/8s4h9friP6Ci3adRGahHARVd76E.jpg;;LeBron James (LeBron James), Don Cheadle (Al G. Rhythm), Cedric Joe (Dominic 'Dom' James), Jeff Bergman (Bugs Bunny / Sylvester / Yosemite Sam / Fred Flintstone (voice)), Gabriel Iglesias (Speedy Gonzales (voice)), Zendaya (Lola Bunny (voice));https://image.tmdb.org/t/p/w185/a9QlMZydwKt6Jiq1fuvQuMWiftH.jpg, https://image.tmdb.org/t/p/w185/umhTmcVF26qZKEpSfG1ZNpcbs9D.jpg, https://image.tmdb.org/t/p/w185/2LXuhY0h5MlxLu7X55w4oAiVDWP.jpg, https://image.tmdb.org/t/p/w185/qeCpFCrmocsMvI7pZ1vqCCo6cPZ.jpg, https://image.tmdb.org/t/p/w185/8Bjy3RZ5TfNs3oUOUpxTv84G01f.jpg, https://image.tmdb.org/t/p/w185/yCpzzMJ9gS7Rp7xgrVOsntW1m7D.jpg;Director: Malcolm D. Lee;Space Jam, Plankton, la película, Bob Esponja: Un héroe al rescate, El emperador y sus locuras 2: La gran aventura de Kronk, ¡Hey Arnold! Una peli en la jungla;https://www.youtube.com/watch?v=z2RHxm2CbGs
